fid,DN,Area
49200,"1",168.796
49201,"1",168.796
49202,"1",506.389
49203,"1",590.788
49204,"1",675.186
49205,"1",759.584
49206,"1",287794.410
49207,"1",2109.957
49208,"1",506.389
49209,"1",675.186
49210,"1",84.398
49211,"1",590.788
49212,"1",506.390
49213,"1",168.797
49214,"1",337.593
49215,"1",337.593
49216,"1",337.593
49217,"1",84.398
49218,"1",84.398
49219,"1",84.398
49220,"1",3544.722
49221,"1",7173.846
49222,"1",675.186
49223,"1",4557.508
49224,"1",2616.347
49225,"1",506.390
49226,"1",168.797
49227,"1",337.593
49228,"1",168.797
49229,"1",253.195
49230,"1",84.398
49231,"1",2447.552
49232,"1",2531.951
49233,"1",1687.967
49234,"1",2785.143
49235,"1",84.398
49236,"1",337.593
49237,"1",5401.489
49238,"1",84.398
49239,"1",337.593
49240,"1",3375.937
49241,"1",337.593
49242,"1",1519.171
49243,"1",168.797
49244,"1",84.398
49245,"1",168.797
49246,"1",675.187
49247,"1",84.398
49248,"1",84.398
49249,"1",506.390
49250,"1",253.195
49251,"1",84.398
49252,"1",168.797
49253,"1",253.195
49254,"1",337.594
49255,"1",84.398
49256,"1",337.594
49257,"1",421.992
49258,"1",84.398
49259,"1",84.398
49260,"1",180527.204
49261,"1",22027.925
49262,"1",24475.485
49263,"1",10634.184
49264,"1",2869.547
49265,"1",3882.328
49266,"1",4388.718
49267,"1",1687.969
49268,"1",1434.774
49269,"1",337.594
49270,"1",337.594
49271,"1",2616.353
49272,"1",337.594
49273,"1",1265.978
49274,"1",337.594
49275,"1",337.594
49276,"1",1012.782
49277,"1",1097.181
49278,"1",590.790
49279,"1",1097.181
49280,"1",168.797
49281,"1",337.594
49282,"1",337.594
49283,"1",337.594
49284,"1",506.391
49285,"1",675.188
49286,"1",590.790
49287,"1",843.986
49288,"1",84.399
49289,"1",84.399
49290,"1",2194.361
49291,"1",84.399
49292,"1",337.594
49293,"1",119591.629
49294,"1",30130.244
49295,"1",3629.137
49296,"1",4641.924
49297,"1",69966.303
49298,"1",3375.939
49299,"1",337.594
49300,"1",84.399
49301,"1",4135.536
49302,"1",2616.359
49303,"1",84.399
49304,"1",168.797
49305,"1",253.196
49306,"1",337.595
49307,"1",1603.575
49308,"1",1350.378
49309,"1",843.986
49310,"1",253.196
49311,"1",337.595
49312,"1",168.797
49313,"1",168.797
49314,"1",337.595
49315,"1",84.399
49316,"1",84.399
49317,"1",84.399
49318,"1",590.791
49319,"1",337.595
49320,"1",84.399
49321,"1",63045.368
49322,"1",4641.922
49323,"1",84.399
49324,"1",337.595
49325,"1",3460.346
49326,"1",168.797
49327,"1",1012.785
49328,"1",337.595
49329,"1",84.399
49330,"1",84.399
49331,"1",84.399
49332,"1",84.399
49333,"1",84.399
49334,"1",22787.612
49335,"1",7427.086
49336,"1",2109.968
49337,"1",3882.343
49338,"1",759.589
49339,"1",168.798
49340,"1",337.595
49341,"1",3375.950
49342,"1",590.791
49343,"1",168.798
49344,"1",47516.375
49345,"1",337.595
49346,"1",84.399
49347,"1",84.399
49348,"1",1603.576
49349,"1",84.399
49350,"1",253.196
49351,"1",84.399
49352,"1",506.393
49353,"1",1265.982
49354,"1",337.595
49355,"1",590.792
49356,"1",84.399
49357,"1",337.595
49358,"1",84.399
49359,"1",84.399
49360,"1",421.994
49361,"1",168.798
49362,"1",24053.635
49363,"1",55196.498
49364,"1",5401.529
49365,"1",928.388
49366,"1",5401.523
49367,"1",1012.787
49368,"1",843.989
49369,"1",168.798
49370,"1",168.798
49371,"1",337.596
49372,"1",253.197
49373,"1",590.792
49374,"1",506.393
49375,"1",84.399
49376,"1",53086.771
49377,"1",1097.186
49378,"1",421.995
49379,"1",168.798
49380,"1",84.399
49381,"1",590.793
49382,"1",84.399
49383,"1",337.596
49384,"1",168.798
49385,"1",84.399
49386,"1",253.197
49387,"1",168.798
49388,"1",168.798
49389,"1",12575.446
49390,"1",1890803.377
49391,"1",8439.898
49392,"1",2616.370
49393,"1",10381.077
49394,"1",4304.349
49395,"1",1097.188
49396,"1",337.596
49397,"1",7849.104
49398,"1",675.192
49399,"1",590.793
49400,"1",337.596
49401,"1",168.798
49402,"1",1772.381
49403,"1",337.596
49404,"1",253.197
49405,"1",337.596
49406,"1",4219.952
49407,"1",84.399
49408,"1",4304.355
49409,"1",84.399
49410,"1",675.193
49411,"1",33421.988
49412,"1",84.399
49413,"1",506.395
49414,"1",337.597
49415,"1",168.798
49416,"1",1350.387
49417,"1",168.798
49418,"1",16964.212
49419,"1",675.193
49420,"1",337.597
49421,"1",84.399
49422,"1",337.597
49423,"1",337.597
49424,"1",253.197
49425,"1",168.798
49426,"1",337.597
49427,"1",84.399
49428,"1",84.399
49429,"1",84.399
49430,"1",506.395
49431,"1",7933.516
49432,"1",49035.781
49433,"1",16035.838
49434,"1",843.992
49435,"1",1856.784
49436,"1",590.795
49437,"1",337.597
49438,"1",168.798
49439,"1",168.798
49440,"1",168.798
49441,"1",421.996
49442,"1",168.798
49443,"1",253.198
49444,"1",337.597
49445,"1",337.597
49446,"1",675.194
49447,"1",168.799
49448,"1",421.996
49449,"1",168.799
49450,"1",84.399
49451,"1",337.597
49452,"1",84.399
49453,"1",84.399
49454,"1",84.399
49455,"1",84.399
49456,"1",47010.274
49457,"1",84.399
49458,"1",84.399
49459,"1",337.597
49460,"1",337.597
49461,"1",1012.792
49462,"1",168.799
49463,"1",84.399
49464,"1",168.799
49465,"1",84.399
49466,"1",1687.986
49467,"1",1097.192
49468,"1",506.396
49469,"1",168.799
49470,"1",337.597
49471,"1",179431.286
49472,"1",27429.665
49473,"1",3122.775
49474,"1",392875.578
49475,"1",590.796
49476,"1",337.597
49477,"1",1350.390
49478,"1",84.399
49479,"1",84.399
49480,"1",337.598
49481,"1",6667.543
49482,"1",337.598
49483,"1",84.399
49484,"1",928.394
49485,"1",590.796
49486,"1",337.598
49487,"1",337.598
49488,"1",337.598
49489,"1",84.399
49490,"1",84.399
49491,"1",84.399
49492,"1",84.399
49493,"1",84.399
49494,"1",253.198
49495,"1",337.598
49496,"1",253.198
49497,"1",590.796
49498,"1",506.397
49499,"1",337.598
49500,"1",84.400
49501,"1",84.400
49502,"1",84.400
49503,"1",84.400
49504,"1",84.400
49505,"1",22196.993
49506,"1",27851.790
49507,"1",7342.751
49508,"1",265264.055
49509,"1",16289.064
49510,"1",2869.582
49511,"1",2363.186
49512,"1",5063.967
49513,"1",4388.775
49514,"1",8439.948
49515,"1",37810.852
49516,"1",1856.789
49517,"1",1012.794
49518,"1",506.397
49519,"1",506.397
49520,"1",675.196
49521,"1",506.397
49522,"1",4135.573
49523,"1",18652.276
49524,"1",2869.584
49525,"1",84.400
49526,"1",84.400
49527,"1",168.799
49528,"1",84.400
49529,"1",2109.989
49530,"1",1350.394
49531,"1",337.599
49532,"1",506.398
49533,"1",168.799
49534,"1",337.599
49535,"1",1350.394
49536,"1",1350.394
49537,"1",337.599
49538,"1",168.799
49539,"1",168.799
49540,"1",169050.365
49541,"1",18652.284
49542,"1",62033.522
49543,"1",4810.781
49544,"1",3460.383
49545,"1",2531.990
49546,"1",9790.357
49547,"1",1603.595
49548,"1",421.999
49549,"1",4388.781
49550,"1",675.198
49551,"1",337.599
49552,"1",337.599
49553,"1",1687.995
49554,"1",84.400
49555,"1",84.400
49556,"1",506.399
49557,"1",84.400
49558,"1",52002896.980
49559,"1",84.400
49560,"1",168.800
49561,"1",337.599
49562,"1",253.199
49563,"1",84.400
49564,"1",168.800
49565,"1",84.400
49566,"1",10212.354
49567,"1",84.400
49568,"1",3038.392
49569,"1",84.400
49570,"1",506.399
49571,"1",84.400
49572,"1",168.800
49573,"1",40089.810
49574,"1",1856.795
49575,"1",17892.736
49576,"1",2953.994
49577,"1",2194.394
49578,"1",2363.196
49579,"1",759.598
49580,"1",1181.597
49581,"1",2363.197
49582,"1",253.200
49583,"1",48445.356
49584,"1",1350.398
49585,"1",84.400
49586,"1",506.399
49587,"1",168.800
49588,"1",590.800
49589,"1",4895.193
49590,"1",253.200
49591,"1",2869.595
49592,"1",2447.595
49593,"1",337.600
49594,"1",84.400
49595,"1",422.000
49596,"1",168.800
49597,"1",422.000
49598,"1",675.200
49599,"1",337.600
49600,"1",506.400
49601,"1",337.600
49602,"1",84.400
49603,"1",84.400
49604,"1",84.400
49605,"1",84.400
49606,"1",168.800
49607,"1",1673269.227
49608,"1",89885.489
49609,"1",7849.191
49610,"1",6836.398
49611,"1",675.200
49612,"1",590.800
49613,"1",675.200
49614,"1",2278.802
49615,"1",337.600
49616,"1",1519.199
49617,"1",506.400
49618,"1",337.600
49619,"1",39583.500
49620,"1",2869.599
49621,"1",337.600
49622,"1",84.400
49623,"1",84.400
49624,"1",506.400
49625,"1",1603.603
49626,"1",337.600
49627,"1",84.400
49628,"1",4135.602
49629,"1",25995.122
49630,"1",84.400
49631,"1",1097.201
49632,"1",84.400
49633,"1",84.400
49634,"1",1266.002
49635,"1",84.400
49636,"1",337.601
49637,"1",253.200
49638,"1",84.400
49639,"1",5317.212
49640,"1",844.002
49641,"1",168.800
49642,"1",1772.404
49643,"1",2025.605
49644,"1",337.601
49645,"1",337.601
49646,"1",506.402
49647,"1",2278.806
49648,"1",1350.404
49649,"1",168.800
49650,"1",1097.203
49651,"1",337.601
49652,"1",2025.606
49653,"1",1012.803
49654,"1",1266.004
49655,"1",84.400
49656,"1",84.400
49657,"1",590.802
49658,"1",759.603
49659,"1",253.201
49660,"1",590.802
49661,"1",337.601
49662,"1",844.003
49663,"1",89041.580
49664,"1",84.400
49665,"1",2700.812
49666,"1",84.400
49667,"1",84.400
49668,"1",506.402
49669,"1",253.201
49670,"1",1012.805
49671,"1",168.801
49672,"1",84.400
49673,"1",12406.849
49674,"1",84.400
49675,"1",337.602
49676,"1",84.400
49677,"1",866274.072
49678,"1",844.004
49679,"1",22788.115
49680,"1",1772.409
49681,"1",16204.866
49682,"1",590.803
49683,"1",8862.056
49684,"1",675.204
49685,"1",84.400
49686,"1",84.400
49687,"1",253.201
49688,"1",1519.210
49689,"1",84.400
49690,"1",168.801
49691,"1",1266.007
49692,"1",84.400
49693,"1",337.602
49694,"1",2110.014
49695,"1",3544.824
49696,"1",84.401
49697,"1",337.602
49698,"1",1012.807
49699,"1",84.401
49700,"1",253.202
49701,"1",844.006
49702,"1",337.602
49703,"1",11900.493
49704,"1",25573.334
49705,"1",506.404
49706,"1",260034.965
49707,"1",84.401
49708,"1",84.401
49709,"1",84.401
49710,"1",84.401
49711,"1",337.603
49712,"1",168.801
49713,"1",422.004
49714,"1",928.408
49715,"1",337.603
49716,"1",1772.414
49717,"1",337.603
49718,"1",675.206
49719,"1",168.801
49720,"1",253.202
49721,"1",84.401
49722,"1",84.401
49723,"1",84.401
49724,"1",84.401
49725,"1",11056.494
49726,"1",675.206
49727,"1",337.603
49728,"1",1266.012
49729,"1",1688.017
49730,"1",675.207
49731,"1",253.202
49732,"1",1097.211
49733,"1",1434.814
49734,"1",6667.662
49735,"1",84.401
49736,"1",8777.679
49737,"1",168.802
49738,"1",675.207
49739,"1",844.008
49740,"1",1012.810
49741,"1",844.009
49742,"1",337.603
49743,"1",168.802
49744,"1",1941.219
49745,"1",337.604
49746,"1",84.401
49747,"1",84.401
49748,"1",168.802
49749,"1",84.401
49750,"1",928.410
49751,"1",12575.716
49752,"1",8102.484
49753,"1",2616.427
49754,"1",4642.040
49755,"1",14432.536
49756,"1",34857.387
49757,"1",759.608
49758,"1",1772.420
49759,"1",506.406
49760,"1",675.208
49761,"1",84.401
49762,"1",84.401
49763,"1",928.410
49764,"1",675.208
49765,"1",84.401
49766,"1",337.604
49767,"1",168.802
49768,"1",84.401
49769,"1",2110.025
49770,"1",84.401
49771,"1",84.401
49772,"1",1519.218
49773,"1",506.406
49774,"1",168.802
49775,"1",506.406
49776,"1",506.406
49777,"1",84.401
49778,"1",337.604
49779,"1",590.807
49780,"1",84.401
49781,"1",84.401
49782,"1",84.401
49783,"1",253.203
49784,"1",84.401
49785,"1",5739.279
49786,"1",505046.342
49787,"1",5064.062
49788,"1",129048.412
49789,"1",337.604
49790,"1",1266.016
49791,"1",1693386.136
49792,"1",1688.024
49793,"1",168.802
49794,"1",2278.829
49795,"1",84.401
49796,"1",1688.022
49797,"1",168.802
49798,"1",1519.221
49799,"1",84.401
49800,"1",506.407
49801,"1",590.808
49802,"1",4304.459
49803,"1",84.401
49804,"1",590.808
49805,"1",506.407
49806,"1",337.605
49807,"1",506.407
49808,"1",169307.021
49809,"1",337.605
49810,"1",928.414
49811,"1",1434.821
49812,"1",8440.117
49813,"1",506.408
49814,"1",3207.248
49815,"1",337.605
49816,"1",506.408
49817,"1",253.204
49818,"1",1097.217
49819,"1",168.803
49820,"1",422.006
49821,"1",337.605
49822,"1",1603.626
49823,"1",3798.059
49824,"1",675.211
49825,"1",84.401
49826,"1",84.401
49827,"1",844.013
49828,"1",337.605
49829,"1",84.401
49830,"1",422.007
49831,"1",4557.675
49832,"1",84.401
49833,"1",84.401
49834,"1",337.605
49835,"1",168.803
49836,"1",168.803
49837,"1",168.803
49838,"1",168.803
49839,"1",17049.027
49840,"1",5401.684
49841,"1",6752.116
49842,"1",2616.444
49843,"1",1266.021
49844,"1",844.014
49845,"1",1350.422
49846,"1",12491.406
49847,"1",506.408
49848,"1",928.415
49849,"1",1856.831
49850,"1",10718.986
49851,"1",590.810
49852,"1",2110.035
49853,"1",168.803
49854,"1",5148.482
49855,"1",168.803
49856,"1",253.204
49857,"1",253.204
49858,"1",928.416
49859,"1",84.401
49860,"1",84.401
49861,"1",337.606
49862,"1",337.606
49863,"1",84.401
49864,"1",337.606
49865,"1",168.803
49866,"1",168.803
49867,"1",7427.316
49868,"1",675.212
49869,"1",253.205
49870,"1",168.803
49871,"1",84.402
49872,"1",337.606
49873,"1",84.402
49874,"1",590.811
49875,"1",84.402
49876,"1",84.402
49877,"1",759.614
49878,"1",2110.039
49879,"1",3544.865
49880,"1",675.212
49881,"1",1350.425
49882,"1",4895.292
49883,"1",168.803
49884,"1",506.410
49885,"1",84.402
49886,"1",10465.789
49887,"1",84.402
49888,"1",84.402
49889,"1",2363.246
49890,"1",84.402
49891,"1",675.213
49892,"1",84.402
49893,"1",506.410
49894,"1",1350.427
49895,"1",844.017
49896,"1",168.803
49897,"1",1350.427
49898,"1",506.410
49899,"1",337.607
49900,"1",84.402
49901,"1",84.402
49902,"1",168.803
49903,"1",337.607
49904,"1",84.402
49905,"1",168.803
49906,"1",168.803
49907,"1",167450.932
49908,"1",22872.808
49909,"1",4388.886
49910,"1",928.419
49911,"1",337.607
49912,"1",1012.820
49913,"1",1266.025
49914,"1",928.419
49915,"1",1772.436
49916,"1",168.803
49917,"1",1856.839
49918,"1",84.402
49919,"1",84.402
49920,"1",168.803
49921,"1",84.402
49922,"1",590.812
49923,"1",422.009
49924,"1",253.205
49925,"1",84.402
49926,"1",1350.428
49927,"1",84.402
49928,"1",168.803
49929,"1",2785.256
49930,"1",5148.500
49931,"1",84.402
49932,"1",84.402
49933,"1",84.402
49934,"1",168.804
49935,"1",168.804
49936,"1",168.804
49937,"1",84.402
49938,"1",1603.633
49939,"1",337.607
49940,"1",84.402
49941,"1",1181.625
49942,"1",168.804
49943,"1",84.402
49944,"1",759.617
49945,"1",337.607
49946,"1",168.804
49947,"1",168.804
49948,"1",337.607
49949,"1",506.411
49950,"1",168.804
49951,"1",38993.460
49952,"1",84.402
49953,"1",844.018
49954,"1",5064.108
49955,"1",7596.167
49956,"1",3798.082
49957,"1",2616.457
49958,"1",18399.529
49959,"1",675.215
49960,"1",4979.711
49961,"1",2194.449
49962,"1",337.608
49963,"1",168.804
49964,"1",337.608
49965,"1",337.608
49966,"1",337.608
49967,"1",337.608
49968,"1",84.402
49969,"1",253.206
49970,"1",84.402
49971,"1",3122.869
49972,"1",253.206
49973,"1",2363.255
49974,"1",337.608
49975,"1",84.402
49976,"1",84.402
49977,"1",928.421
49978,"1",168.804
49979,"1",337.608
49980,"1",1350.432
49981,"1",1012.824
49982,"1",675.216
49983,"1",844.020
49984,"1",168.804
49985,"1",337.608
49986,"1",168.804
49987,"1",4304.500
49988,"1",168.804
49989,"1",117824.087
49990,"1",5486.125
49991,"1",9706.232
49992,"1",9368.620
49993,"1",1688.040
49994,"1",506.412
49995,"1",2194.453
49996,"1",1097.226
49997,"1",675.216
49998,"1",5992.540
49999,"1",168.804
50000,"1",10043.836
50001,"1",337.608
50002,"1",84.402
50003,"1",675.216
50004,"1",168.804
50005,"1",759.619
50006,"1",84.402
50007,"1",337.608
50008,"1",253.206
50009,"1",168.804
50010,"1",168.804
50011,"1",337.608
50012,"1",31059.907
50013,"1",675.217
50014,"1",337.609
50015,"1",106683.661
50016,"1",84.402
50017,"1",3629.293
50018,"1",7174.181
50019,"1",4388.913
50020,"1",337.609
50021,"1",1603.641
50022,"1",15614.371
50023,"1",84.402
50024,"1",337.609
50025,"1",337.609
50026,"1",590.815
50027,"1",759.620
50028,"1",84.402
50029,"1",47096.202
50030,"1",337.609
50031,"1",337.609
50032,"1",337.609
50033,"1",1434.839
50034,"1",2363.262
50035,"1",84.402
50036,"1",84.402
50037,"1",337.609
50038,"1",84.402
50039,"1",84.402
50040,"1",844.022
50041,"1",168.804
50042,"1",253.207
50043,"1",337.609
50044,"1",337.609
50045,"1",337.609
50046,"1",84.402
50047,"1",84.402
50048,"1",590.816
50049,"1",253.207
50050,"1",1097.230
50051,"1",10719.072
50052,"1",12491.553
50053,"1",1603.643
50054,"1",5992.562
50055,"1",1097.230
50056,"1",2194.460
50057,"1",30215.792
50058,"1",2785.277
50059,"1",1603.644
50060,"1",29456.385
50061,"1",15108.012
50062,"1",337.609
50063,"1",2616.473
50064,"1",3376.094
50065,"1",506.414
50066,"1",675.219
50067,"1",84.402
50068,"1",337.610
50069,"1",168.805
50070,"1",84.402
50071,"1",84.402
50072,"1",506.415
50073,"1",337.610
50074,"1",337.610
50075,"1",84.402
50076,"1",84.402
50077,"1",253.207
50078,"1",253.207
50079,"1",168.805
50080,"1",253.207
50081,"1",10887.915
50082,"1",1941.256
50083,"1",4979.748
50084,"1",1856.855
50085,"1",168.805
50086,"1",6583.393
50087,"1",506.415
50088,"1",253.207
50089,"1",337.610
50090,"1",675.220
50091,"1",168.805
50092,"1",168.805
50093,"1",1181.636
50094,"1",675.221
50095,"1",8440.251
50096,"1",168.805
50097,"1",26755.557
50098,"1",36799.410
50099,"1",10719.135
50100,"1",1097.234
50101,"1",2363.273
50102,"1",521514.759
50103,"1",506.416
50104,"1",2278.870
50105,"1",84.403
50106,"1",84.403
50107,"1",337.611
50108,"1",168.805
50109,"1",253.208
50110,"1",84.403
50111,"1",168.805
50112,"1",253.208
50113,"1",337.611
50114,"1",253.208
50115,"1",18906.148
50116,"1",506.416
50117,"1",1350.443
50118,"1",84.403
50119,"1",84.403
50120,"1",20425.401
50121,"1",84.403
50122,"1",590.819
50123,"1",337.611
50124,"1",337.611
50125,"1",84.403
50126,"1",84.403
50127,"1",84.403
50128,"1",5401.772
50129,"1",253.208
50130,"1",337.611
50131,"1",84.403
50132,"1",2532.082
50133,"1",168.805
50134,"1",675.222
50135,"1",253.208
50136,"1",253.208
50137,"1",168.806
50138,"1",84.403
50139,"1",337.611
50140,"1",337.611
50141,"1",84.403
50142,"1",12998.003
50143,"1",4810.957
50144,"1",4895.353
50145,"1",35955.520
50146,"1",23632.749
50147,"1",3629.319
50148,"1",2700.884
50149,"1",1181.639
50150,"1",31144.578
50151,"1",844.028
50152,"1",168.806
50153,"1",168.806
50154,"1",337.611
50155,"1",337.611
50156,"1",506.417
50157,"1",10719.146
50158,"1",844.029
50159,"1",84.403
50160,"1",337.611
50161,"1",50303.928
50162,"1",1603.653
50163,"1",1856.862
50164,"1",2785.293
50165,"1",337.612
50166,"1",1350.446
50167,"1",168.806
50168,"1",253.209
50169,"1",1688.057
50170,"1",2110.072
50171,"1",2700.891
50172,"1",337.612
50173,"1",84.403
50174,"1",84.403
50175,"1",84.403
50176,"1",2194.476
50177,"1",337.612
50178,"1",253.209
50179,"1",1012.835
50180,"1",253.209
50181,"1",4135.742
50182,"1",46759.132
50183,"1",3376.117
50184,"1",1434.850
50185,"1",2869.698
50186,"1",337.612
50187,"1",337.612
50188,"1",590.821
50189,"1",168.806
50190,"1",1603.656
50191,"1",1266.044
50192,"1",482184.338
50193,"1",337.612
50194,"1",84.403
50195,"1",590.821
50196,"1",675.224
50197,"1",1350.448
50198,"1",84.403
50199,"1",506.418
50200,"1",84.403
50201,"1",675.224
50202,"1",4726.562
50203,"1",84.403
50204,"1",675.224
50205,"1",84.403
50206,"1",590.821
50207,"1",1266.045
50208,"1",2025.672
50209,"1",590.821
50210,"1",675.224
50211,"1",759.628
50212,"1",844.031
50213,"1",84.403
50214,"1",844.030
50215,"1",168.806
50216,"1",84.403
50217,"1",84.403
50218,"1",84.403
50219,"1",1603.657
50220,"1",8271.486
50221,"1",84.403
50222,"1",84.403
50223,"1",168.806
50224,"1",84.403
50225,"1",168.806
50226,"1",7258.662
50227,"1",1856.867
50228,"1",4557.768
50229,"1",3038.513
50230,"1",3882.544
50231,"1",3122.915
50232,"1",1941.272
50233,"1",337.612
50234,"1",590.822
50235,"1",3713.740
50236,"1",168.806
50237,"1",3629.331
50238,"1",253.209
50239,"1",84.403
50240,"1",675.225
50241,"1",1350.450
50242,"1",253.209
50243,"1",5317.399
50244,"1",84.403
50245,"1",30469.492
50246,"1",253.209
50247,"1",84.403
50248,"1",337.613
50249,"1",675.226
50250,"1",422.016
50251,"1",337.613
50252,"1",506.419
50253,"1",1012.838
50254,"1",337.613
50255,"1",337.613
50256,"1",253.210
50257,"1",84.403
50258,"1",168.806
50259,"1",84.403
50260,"1",337.613
50261,"1",84.403
50262,"1",23717.278
50263,"1",12407.259
50264,"1",6077.030
50265,"1",22198.024
50266,"1",22113.622
50267,"1",1266.049
50268,"1",1266.049
50269,"1",3038.518
50270,"1",337.613
50271,"1",1266.049
50272,"1",844.033
50273,"1",84.403
50274,"1",759.630
50275,"1",337.613
50276,"1",253.210
50277,"1",84.403
50278,"1",506.420
50279,"1",168.807
50280,"1",168.807
50281,"1",253.210
50282,"1",1772.470
50283,"1",84.403
50284,"1",337.613
50285,"1",84.403
50286,"1",590.823
50287,"1",253.210
50288,"1",20341.170
50289,"1",1181.647
50290,"1",168.807
50291,"1",84.403
50292,"1",590.824
50293,"1",168.807
50294,"1",84.403
50295,"1",253.210
50296,"1",506.420
50297,"1",253.210
50298,"1",590.824
50299,"1",84.403
50300,"1",253.210
50301,"1",506.420
50302,"1",928.437
50303,"1",675.227
50304,"1",1181.647
50305,"1",337.614
50306,"1",253.210
50307,"1",84.403
50308,"1",337.614
50309,"1",84.403
50310,"1",84.403
50311,"1",1350.454
50312,"1",2616.503
50313,"1",337.614
50314,"1",2869.715
50315,"1",1603.665
50316,"1",23464.090
50317,"1",2616.505
50318,"1",3629.345
50319,"1",590.824
50320,"1",1434.859
50321,"1",1266.051
50322,"1",1097.245
50323,"1",168.807
50324,"1",84.403
50325,"1",3882.555
50326,"1",84.403
50327,"1",590.824
50328,"1",84.403
50329,"1",1012.842
50330,"1",84.403
50331,"1",168.807
50332,"1",590.824
50333,"1",337.614
50334,"1",84.404
50335,"1",84.404
50336,"1",2616.507
50337,"1",59166.575
50338,"1",5655.031
50339,"1",4473.385
50340,"1",759.632
50341,"1",38825.555
50342,"1",2278.895
50343,"1",590.825
50344,"1",14601.771
50345,"1",337.614
50346,"1",3997916.443
50347,"1",52329.932
50348,"1",1266.053
50349,"1",1688.072
50350,"1",168.807
50351,"1",675.229
50352,"1",844.036
50353,"1",3122.935
50354,"1",84.404
50355,"1",422.018
50356,"1",1688.072
50357,"1",253.211
50358,"1",84.404
50359,"1",84.404
50360,"1",590.825
50361,"1",337.614
50362,"1",253.211
50363,"1",844.036
50364,"1",84.404
50365,"1",337.615
50366,"1",337.615
50367,"1",506.422
50368,"1",506.422
50369,"1",84.404
50370,"1",590.826
50371,"1",84.404
50372,"1",84.404
50373,"1",168.807
50374,"1",253.211
50375,"1",422.018
50376,"1",84.404
50377,"1",168.807
50378,"1",168.807
50379,"1",4388.987
50380,"1",337.615
50381,"1",337.615
50382,"1",113269.305
50383,"1",36631.155
50384,"1",12998.151
50385,"1",3122.934
50386,"1",4895.409
50387,"1",31398.166
50388,"1",11478.878
50389,"1",5655.047
50390,"1",2700.918
50391,"1",7174.307
50392,"1",2363.304
50393,"1",1350.460
50394,"1",4135.782
50395,"1",337.615
50396,"1",1181.653
50397,"1",11478.907
50398,"1",337.615
50399,"1",1350.460
50400,"1",168.807
50401,"1",168.807
50402,"1",7343.124
50403,"1",422.019
50404,"1",506.422
50405,"1",168.807
50406,"1",337.615
50407,"1",84.404
50408,"1",168.808
50409,"1",19497.247
50410,"1",168.808
50411,"1",4895.419
50412,"1",1012.846
50413,"1",168.808
50414,"1",168.808
50415,"1",168.808
50416,"1",2700.921
50417,"1",2532.117
50418,"1",84.404
50419,"1",84.404
50420,"1",253.211
50421,"1",506.423
50422,"1",337.615
50423,"1",84.404
50424,"1",337.615
50425,"1",337.616
50426,"1",168.808
50427,"1",84.404
50428,"1",84.404
50429,"1",337.616
50430,"1",84.404
50431,"1",84.404
50432,"1",84.404
50433,"1",84.404
50434,"1",30722.905
50435,"1",1296333.488
50436,"1",122216.453
50437,"1",7258.729
50438,"1",2616.520
50439,"1",5401.848
50440,"1",844.039
50441,"1",13335.777
50442,"1",253.212
50443,"1",23379.824
50444,"1",2785.329
50445,"1",506.423
50446,"1",2278.903
50447,"1",1603.673
50448,"1",2363.308
50449,"1",168.808
50450,"1",1350.463
50451,"1",1012.847
50452,"1",337.616
50453,"1",1097.251
50454,"1",168.808
50455,"1",1772.483
50456,"1",337.616
50457,"1",84.404
50458,"1",590.827
50459,"1",3122.942
50460,"1",1097.251
50461,"1",337.616
50462,"1",1350.464
50463,"1",844.039
50464,"1",168.808
50465,"1",168.808
50466,"1",168.808
50467,"1",1350.464
50468,"1",253.212
50469,"1",84.404
50470,"1",84.404
50471,"1",253.212
50472,"1",84.404
50473,"1",84.404
50474,"1",168.808
50475,"1",168.808
50476,"1",168.808
50477,"1",13589.021
50478,"1",25405.551
50479,"1",7258.738
50480,"1",675.232
50481,"1",68451.407
50482,"1",1097.253
50483,"1",1266.061
50484,"1",337.616
50485,"1",590.828
50486,"1",2869.736
50487,"1",759.636
50488,"1",3038.547
50489,"1",675.233
50490,"1",337.616
50491,"1",337.616
50492,"1",6161.495
50493,"1",168.808
50494,"1",84.404
50495,"1",506.424
50496,"1",759.636
50497,"1",675.232
50498,"1",84.404
50499,"1",84.404
50500,"1",1603.678
50501,"1",84.404
50502,"1",84.404
50503,"1",590.828
50504,"1",337.616
50505,"1",506.424
50506,"1",2110.101
50507,"1",337.616
50508,"1",3122.949
50509,"1",253.212
50510,"1",2194.505
50511,"1",168.808
50512,"1",1174540.077
50513,"1",1181.658
50514,"1",253.212
50515,"1",590.829
50516,"1",1012.850
50517,"1",168.808
50518,"1",253.212
50519,"1",168.808
50520,"1",253.212
50521,"1",422.021
50522,"1",675.233
50523,"1",337.617
50524,"1",84.404
50525,"1",84.404
50526,"1",168.808
50527,"1",84.404
50528,"1",168.808
50529,"1",506.425
50530,"1",168.808
50531,"1",18822.112
50532,"1",1603.679
50533,"1",23126.660
50534,"1",1097.255
50535,"1",2700.932
50536,"1",422.021
50537,"1",14770.715
50538,"1",1181.659
50539,"1",337.617
50540,"1",337.617
50541,"1",337.617
50542,"1",337.617
50543,"1",337.617
50544,"1",84.404
50545,"1",84.404
50546,"1",168.808
50547,"1",590.830
50548,"1",1097.255
50549,"1",3629.382
50550,"1",337.617
50551,"1",84.404
