fid,DN,Area,AreaHa
26951,"1",20051.157,2.005
26991,"1",26959.596,2.696
26992,"1",23252.695,2.325
26993,"1",23589.655,2.359
26994,"1",260158.972,26.016
26997,"1",123002.676,12.300
27006,"1",247604.159,24.760
27013,"1",17355.293,1.736
27046,"1",294950.159,29.495
27085,"1",27296.658,2.730
27086,"1",23842.535,2.384
27087,"1",746926.834,74.693
27089,"1",328736.520,32.874
27095,"1",288973.467,28.897
27099,"1",266645.705,26.665
27111,"1",62344.349,6.234
27117,"1",19545.811,1.955
27136,"1",48948.591,4.895
27137,"1",44483.605,4.448
27138,"1",23000.044,2.300
27139,"1",109860.784,10.986
27141,"1",12721.656,1.272
27142,"1",15164.895,1.516
27143,"1",491248.595,49.125
27144,"1",310875.412,31.088
27146,"1",14490.895,1.449
27197,"1",157292.677,15.729
27210,"1",22578.848,2.258
27211,"1",29824.337,2.982
27212,"1",24853.631,2.485
27216,"1",18703.406,1.870
27217,"1",1108872.626,110.887
27219,"1",27549.593,2.755
27239,"1",22410.316,2.241
27245,"1",12805.927,1.281
27250,"1",1121584.235,112.158
27251,"1",80037.062,8.004
27252,"1",14238.211,1.424
27293,"1",17355.438,1.736
27300,"1",120981.491,12.098
27315,"1",29403.159,2.940
27317,"1",23000.188,2.300
27318,"1",13901.200,1.390
27319,"1",22073.462,2.207
27321,"1",136230.501,13.623
27327,"1",20556.965,2.056
27329,"1",11710.757,1.171
27346,"1",43135.803,4.314
27368,"1",20809.769,2.081
27374,"1",13227.243,1.323
27380,"1",337922.535,33.792
27385,"1",11542.243,1.154
27413,"1",27381.290,2.738
27414,"1",36901.569,3.690
27415,"1",10194.272,1.019
27418,"1",197397.470,19.740
27424,"1",19377.557,1.938
27464,"1",92590.825,9.259
27465,"1",19293.273,1.929
27469,"1",17776.828,1.778
27498,"1",133535.900,13.354
27505,"1",109946.331,10.995
27515,"1",56868.929,5.687
27516,"1",30835.682,3.084
27517,"1",13817.093,1.382
27519,"1",25190.906,2.519
27547,"1",46843.295,4.684
27548,"1",99331.251,9.933
27550,"1",14406.889,1.441
27552,"1",101943.074,10.194
27553,"1",10194.339,1.019
27559,"1",534392.151,53.439
27585,"1",14491.104,1.449
27622,"1",10194.374,1.019
27623,"1",23674.441,2.367
27626,"1",87283.781,8.728
27677,"1",84166.486,8.417
27678,"1",104302.365,10.430
27683,"1",66305.497,6.631
27738,"1",23421.830,2.342
27764,"1",120226.275,12.023
27765,"1",13817.229,1.382
27766,"1",10110.171,1.011
27767,"1",20051.844,2.005
27770,"1",10194.415,1.019
27773,"1",11121.167,1.112
27776,"1",29150.847,2.915
27777,"1",182066.139,18.207
27786,"1",33195.014,3.320
27788,"1",46001.206,4.600
27795,"1",27128.962,2.713
27806,"1",30414.709,3.041
27846,"1",16007.803,1.601
27876,"1",91918.396,9.192
27877,"1",24348.678,2.435
27878,"1",48865.920,4.887
27881,"1",2795546.093,279.555
27882,"1",114918.618,11.492
27883,"1",13564.513,1.356
27884,"1",17608.604,1.761
27886,"1",522939.410,52.294
27897,"1",297572.936,29.757
27931,"1",57459.562,5.746
27932,"1",97057.889,9.706
27933,"1",109779.465,10.978
27948,"1",25781.062,2.578
27956,"1",11879.508,1.188
27971,"1",41957.364,4.196
28020,"1",118542.101,11.854
28021,"1",134970.104,13.497
28027,"1",10700.020,1.070
28030,"1",75826.652,7.583
28095,"1",50888.152,5.089
28098,"1",13733.125,1.373
28112,"1",354191.673,35.419
28126,"1",101101.899,10.110
28141,"1",96468.364,9.647
28177,"1",95962.847,9.596
28178,"1",17861.486,1.786
28179,"1",111464.387,11.146
28183,"1",14744.182,1.474
28192,"1",429425.318,42.943
28203,"1",12722.122,1.272
28219,"1",11374.084,1.137
28246,"1",26623.783,2.662
28247,"1",201277.792,20.128
28249,"1",13396.159,1.340
28259,"1",14828.459,1.483
28300,"1",434063.657,43.406
28301,"1",1106874.370,110.687
28302,"1",48276.650,4.828
28303,"1",12216.640,1.222
28304,"1",844690.794,84.469
28314,"1",52657.798,5.266
28337,"1",308946.303,30.895
28338,"1",10447.351,1.045
28342,"1",37408.141,3.741
28368,"1",43137.342,4.314
28369,"1",52657.691,5.266
28370,"1",11458.390,1.146
28372,"1",12216.667,1.222
28373,"1",26118.354,2.612
28374,"1",59987.863,5.999
28381,"1",12890.705,1.289
28383,"1",15249.753,1.525
28419,"1",62262.914,6.226
28420,"1",34712.227,3.471
28421,"1",67233.528,6.723
28424,"1",223857.631,22.386
28432,"1",11205.660,1.121
28435,"1",2676801.050,267.680
28446,"1",64537.692,6.454
28453,"1",483019.393,48.302
28454,"1",23506.643,2.351
28456,"1",10278.894,1.028
28482,"1",10278.898,1.028
28483,"1",11205.674,1.121
28505,"1",10700.144,1.070
28508,"1",17945.956,1.795
28517,"1",607117.468,60.712
28518,"1",13227.782,1.323
28551,"1",37071.394,3.707
28574,"1",24433.442,2.443
28575,"1",98239.102,9.824
28576,"1",19631.048,1.963
28577,"1",680253.588,68.025
28579,"1",29994.203,2.999
28619,"1",30078.530,3.008
28620,"1",14238.832,1.424
28621,"1",115426.763,11.543
28622,"1",12806.566,1.281
28625,"1",27719.504,2.772
28647,"1",18198.767,1.820
28661,"1",81725.411,8.173
28662,"1",1078589.556,107.859
28665,"1",14744.433,1.474
28684,"1",24349.371,2.435
28687,"1",15165.692,1.517
28724,"1",76502.428,7.650
28726,"1",139439.300,13.944
28729,"1",34881.151,3.488
28760,"1",28646.244,2.865
28762,"1",11964.100,1.196
28765,"1",20557.996,2.056
28770,"1",12975.163,1.298
28774,"1",10531.786,1.053
28797,"1",18283.151,1.828
28806,"1",162694.107,16.269
28807,"1",130762.167,13.076
28808,"1",18030.420,1.803
28836,"1",73301.130,7.330
28856,"1",13312.213,1.331
28897,"1",13480.751,1.348
28898,"1",11711.405,1.171
28907,"1",16766.705,1.677
28916,"1",27045.708,2.705
28958,"1",39178.362,3.918
28959,"1",36566.626,3.657
28962,"1",22159.024,2.216
28968,"1",31005.791,3.101
28982,"1",331874.888,33.187
28986,"1",158313.831,15.831
29005,"1",62601.414,6.260
29007,"1",78441.314,7.844
29026,"1",11121.665,1.112
29041,"1",23085.855,2.309
29043,"1",31511.424,3.151
29045,"1",275931.599,27.593
29059,"1",11121.691,1.112
29062,"1",55523.974,5.552
29066,"1",97145.909,9.715
29092,"1",48615.185,4.862
29094,"1",13986.383,1.399
29095,"1",10700.442,1.070
29144,"1",54428.937,5.443
29148,"1",32606.858,3.261
29172,"1",36903.865,3.690
29173,"1",44065.547,4.407
29189,"1",133544.726,13.354
29209,"1",67404.508,6.740
29210,"1",462392.388,46.239
29258,"1",62349.312,6.235
29260,"1",15755.879,1.576
29261,"1",11121.794,1.112
29263,"1",176599.048,17.660
29268,"1",13480.983,1.348
29305,"1",17778.021,1.778
29307,"1",28647.186,2.865
29316,"1",13986.538,1.399
29321,"1",52491.410,5.249
29332,"1",16851.214,1.685
29348,"1",763268.264,76.327
29349,"1",34039.412,3.404
29350,"1",20811.247,2.081
29351,"1",15081.884,1.508
29355,"1",12806.972,1.281
29373,"1",30163.774,3.016
29389,"1",20895.570,2.090
29401,"1",143656.298,14.366
29402,"1",10447.815,1.045
29411,"1",71533.488,7.153
29423,"1",1289939.902,128.994
29430,"1",10700.570,1.070
29443,"1",39937.539,3.994
29486,"1",29995.465,3.000
29496,"1",14239.426,1.424
29497,"1",39432.124,3.943
29499,"1",11206.161,1.121
29502,"1",27467.721,2.747
29531,"1",10447.850,1.045
29534,"1",25108.604,2.511
29535,"1",16682.868,1.668
29581,"1",62939.967,6.294
29582,"1",18452.332,1.845
29583,"1",103130.481,10.313
29587,"1",20390.250,2.039
29588,"1",69174.880,6.917
29593,"1",33450.003,3.345
29635,"1",43055.420,4.306
29637,"1",12048.786,1.205
29657,"1",13059.905,1.306
29659,"1",1020742.759,102.074
29660,"1",65973.309,6.597
29661,"1",106416.826,10.642
29663,"1",116106.079,11.611
29669,"1",11543.277,1.154
29698,"1",16008.939,1.601
29699,"1",106417.157,10.642
29700,"1",17188.562,1.719
29748,"1",92430.624,9.243
29752,"1",1350120.861,135.012
29753,"1",16851.551,1.685
29768,"1",68585.740,6.859
29783,"1",50638.617,5.064
29804,"1",11964.638,1.196
29805,"1",23929.268,2.393
29807,"1",41117.845,4.112
29809,"1",12554.450,1.255
29837,"1",26878.367,2.688
29838,"1",11459.115,1.146
29843,"1",78696.927,7.870
29850,"1",16514.592,1.651
29863,"1",35472.294,3.547
29886,"1",50891.839,5.089
29890,"1",50892.016,5.089
29891,"1",14155.400,1.416
29936,"1",29237.618,2.924
29950,"1",140542.308,14.054
29973,"1",12975.816,1.298
29982,"1",107850.368,10.785
30013,"1",88471.612,8.847
30025,"1",34377.550,3.438
30035,"1",16261.936,1.626
30098,"1",48280.262,4.828
30110,"1",39433.152,3.943
30116,"1",26625.797,2.663
30162,"1",78866.204,7.887
30163,"1",284709.960,28.471
30167,"1",76507.336,7.651
30168,"1",13481.455,1.348
30172,"1",12891.688,1.289
30185,"1",31175.925,3.118
30222,"1",1544861.802,154.486
30224,"1",47100.933,4.710
30225,"1",17863.000,1.786
30226,"1",15840.787,1.584
30244,"1",11880.593,1.188
30255,"1",834315.101,83.432
30257,"1",223960.298,22.396
30258,"1",32187.093,3.219
30262,"1",45247.316,4.525
30264,"1",77602.984,7.760
30314,"1",16093.626,1.609
30349,"1",10111.189,1.011
30367,"1",17273.305,1.727
30383,"1",10363.983,1.036
30395,"1",36653.060,3.665
30407,"1",19295.561,1.930
30449,"1",96477.055,9.648
30453,"1",58897.678,5.890
30455,"1",28142.896,2.814
30498,"1",19464.178,1.946
30510,"1",35557.693,3.556
30528,"1",25278.062,2.528
30529,"1",334931.963,33.493
30530,"1",12217.787,1.222
30533,"1",15588.218,1.559
30535,"1",1786110.163,178.611
30536,"1",61257.211,6.126
30538,"1",25867.990,2.587
30554,"1",435621.499,43.562
30561,"1",56117.379,5.612
30596,"1",37664.198,3.766
30597,"1",5989686.902,598.969
30598,"1",12386.325,1.239
30600,"1",14829.897,1.483
30601,"1",24351.317,2.435
30604,"1",32945.960,3.295
30650,"1",21486.483,2.149
30695,"1",216043.862,21.604
30697,"1",52241.798,5.224
30699,"1",3336281.279,333.628
30702,"1",33451.686,3.345
30726,"1",64206.905,6.421
30727,"1",18031.900,1.803
30728,"1",13229.032,1.323
30734,"1",12807.666,1.281
30741,"1",45838.072,4.584
30760,"1",23508.878,2.351
30783,"1",27637.668,2.764
30806,"1",14998.545,1.500
30808,"1",13566.121,1.357
30812,"1",19801.496,1.980
30841,"1",15841.190,1.584
30845,"1",15925.477,1.593
30847,"1",63027.702,6.303
30849,"1",107180.204,10.718
30850,"1",15251.382,1.525
30877,"1",22582.163,2.258
30901,"1",207283.219,20.728
30924,"1",48871.990,4.887
30925,"1",14071.781,1.407
30930,"1",12976.345,1.298
30941,"1",11628.197,1.163
30942,"1",31682.551,3.168
30944,"1",93530.259,9.353
30951,"1",20307.159,2.031
30958,"1",28649.102,2.865
30959,"1",15419.988,1.542
30970,"1",24857.374,2.486
30994,"1",11459.703,1.146
30995,"1",15672.806,1.567
30996,"1",63365.132,6.337
31018,"1",129426.848,12.943
31019,"1",358109.006,35.811
31020,"1",49462.067,4.946
31062,"1",15925.659,1.593
31116,"1",12218.128,1.222
31149,"1",24773.369,2.477
31151,"1",18790.704,1.879
31183,"1",92857.847,9.286
31186,"1",25868.839,2.587
31208,"1",168357.985,16.836
31210,"1",122687.202,12.269
31240,"1",10448.705,1.045
31243,"1",13987.783,1.399
31244,"1",13482.203,1.348
31271,"1",1698466.159,169.847
31274,"1",69011.794,6.901
31280,"1",14493.405,1.449
31326,"1",77691.198,7.769
31329,"1",14746.258,1.475
31353,"1",56457.078,5.646
31354,"1",10111.732,1.011
31355,"1",17527.010,1.753
31377,"1",12049.838,1.205
31399,"1",45587.187,4.559
31401,"1",199367.298,19.937
31404,"1",110386.243,11.039
31420,"1",19802.286,1.980
31421,"1",10196.058,1.020
31426,"1",13313.872,1.331
31463,"1",14746.383,1.475
31475,"1",12976.838,1.298
31494,"1",24352.610,2.435
31495,"1",24858.276,2.486
31536,"1",65810.928,6.581
31537,"1",30672.661,3.067
31538,"1",21066.394,2.107
31541,"1",39773.351,3.977
31546,"1",38003.805,3.800
31563,"1",22161.851,2.216
31571,"1",14662.254,1.466
31629,"1",102467.180,10.247
31634,"1",11965.799,1.197
31661,"1",12892.738,1.289
31664,"1",55194.169,5.519
31671,"1",45925.125,4.593
31688,"1",27218.006,2.722
31689,"1",52413.652,5.241
31690,"1",22836.200,2.284
31691,"1",23594.521,2.359
31714,"1",15167.984,1.517
31723,"1",14241.065,1.424
31725,"1",26038.348,2.604
31749,"1",18538.671,1.854
31751,"1",12724.292,1.272
31754,"1",18033.109,1.803
31780,"1",14999.503,1.500
31787,"1",141061.910,14.106
31788,"1",41543.593,4.154
31790,"1",31431.542,3.143
31816,"1",3458901.733,345.890
31817,"1",23341.942,2.334
31818,"1",23089.199,2.309
31819,"1",290212.750,29.021
31833,"1",21488.064,2.149
31841,"1",17190.467,1.719
31859,"1",447365.591,44.737
31860,"1",82497.394,8.250
31863,"1",308753.085,30.875
31897,"1",101373.188,10.137
31900,"1",19802.824,1.980
31905,"1",20308.404,2.031
31918,"1",12218.779,1.222
31947,"1",63790.370,6.379
31948,"1",36150.826,3.615
31950,"1",1114004.414,111.400
31972,"1",216397.928,21.640
31979,"1",14746.835,1.475
31985,"1",109884.212,10.988
32026,"1",13230.050,1.323
32028,"1",834235.127,83.424
32048,"1",1407152.615,140.715
32049,"1",15252.507,1.525
32051,"1",12471.678,1.247
32069,"1",10617.786,1.062
32096,"1",17864.861,1.786
32130,"1",20814.284,2.081
32131,"1",43819.451,4.382
32132,"1",17359.307,1.736
32154,"1",32190.614,3.219
32187,"1",18539.106,1.854
32192,"1",31937.705,3.194
32196,"1",24100.856,2.410
32213,"1",19044.696,1.904
32223,"1",48033.181,4.803
32237,"1",18791.954,1.879
32240,"1",142076.235,14.208
32241,"1",115699.998,11.570
32244,"1",13988.637,1.399
32277,"1",54605.964,5.461
32278,"1",558778.825,55.878
32279,"1",23258.230,2.326
32282,"1",10702.186,1.070
32289,"1",18370.658,1.837
32328,"1",122694.586,12.269
32357,"1",44325.615,4.433
32373,"1",10702.212,1.070
32386,"1",455639.880,45.564
32387,"1",12219.060,1.222
32391,"1",14831.446,1.483
32399,"1",31719176.570,3171.918
32420,"1",20983.147,2.098
32421,"1",19971.909,1.997
32422,"1",11713.495,1.171
32423,"1",39522.524,3.952
32424,"1",183622.151,18.362
32426,"1",88988.572,8.899
32441,"1",217751.874,21.775
32445,"1",12303.361,1.230
32450,"1",22331.443,2.233
32460,"1",10196.668,1.020
32476,"1",80477.445,8.048
32496,"1",23848.467,2.385
32508,"1",368003.579,36.800
32527,"1",21910.239,2.191
32545,"1",2433740.723,243.374
32546,"1",25871.039,2.587
32548,"1",32528.449,3.253
32555,"1",173849.694,17.385
32575,"1",22415.983,2.242
32648,"1",28567.874,2.857
32649,"1",15758.720,1.576
32701,"1",10196.837,1.020
32704,"1",16938.565,1.694
32708,"1",127923.694,12.792
32716,"1",52416.949,5.242
32724,"1",24438.770,2.444
32728,"1",16264.426,1.626
32762,"1",34214.381,3.421
32789,"1",100536.073,10.054
32790,"1",258796.328,25.880
32804,"1",15253.236,1.525
32835,"1",11713.881,1.171
32859,"1",47614.023,4.761
32882,"1",12978.033,1.298
32901,"1",14157.861,1.416
32935,"1",17865.916,1.787
32942,"1",21995.282,2.200
32969,"1",60508.043,6.051
32995,"1",33203.625,3.320
32996,"1",369532.907,36.953
32997,"1",469061.083,46.906
32998,"1",185906.020,18.591
33004,"1",2134207.384,213.421
33037,"1",10028.575,1.003
33047,"1",27641.822,2.764
33056,"1",11629.805,1.163
33074,"1",567579.207,56.758
33075,"1",10365.701,1.037
33080,"1",13652.389,1.365
33096,"1",28316.127,2.832
33100,"1",14242.333,1.424
33138,"1",35226.660,3.523
33140,"1",13652.473,1.365
33180,"1",180009.239,18.001
33202,"1",32361.478,3.236
33203,"1",22501.396,2.250
33239,"1",22754.309,2.275
33248,"1",49048.192,4.905
33249,"1",66914.353,6.691
33250,"1",24608.424,2.461
33289,"1",16518.027,1.652
33292,"1",18624.903,1.862
33307,"1",573237.322,57.324
33314,"1",170404.008,17.040
33330,"1",10534.499,1.053
33333,"1",35985.791,3.599
33334,"1",10534.509,1.053
33339,"1",109979.770,10.998
33341,"1",436630.756,43.663
33343,"1",12472.885,1.247
33372,"1",11461.584,1.146
33379,"1",58487.419,5.849
33389,"1",96159.115,9.616
33398,"1",10450.304,1.045
33399,"1",22248.975,2.225
33400,"1",12220.097,1.222
33406,"1",13737.069,1.374
33422,"1",64302.877,6.430
33424,"1",35143.436,3.514
33447,"1",7793288.342,779.329
33448,"1",21322.045,2.132
33451,"1",21574.881,2.157
33453,"1",18540.911,1.854
33486,"1",160041.369,16.004
33504,"1",84361.495,8.436
33527,"1",26911764.010,2691.176
33545,"1",76018.228,7.602
33558,"1",17529.798,1.753
33559,"1",10956.145,1.096
33560,"1",26378.986,2.638
33580,"1",16434.236,1.643
33594,"1",73405.817,7.341
33614,"1",13400.229,1.340
33616,"1",11209.020,1.121
33628,"1",21912.339,2.191
33639,"1",12810.349,1.281
33641,"1",84109.388,8.411
33664,"1",1407684.515,140.768
33674,"1",38768.184,3.877
33675,"1",10956.198,1.096
33676,"1",6264175.748,626.418
33677,"1",1556069.351,155.607
33684,"1",19552.664,1.955
33685,"1",20732.530,2.073
33687,"1",525386.516,52.539
33689,"1",11967.614,1.197
33724,"1",107539.739,10.754
33725,"1",12979.004,1.298
33742,"1",16265.905,1.627
33745,"1",99617.654,9.962
33771,"1",143695.674,14.370
33772,"1",503057.874,50.306
33804,"1",32026.270,3.203
33805,"1",10197.864,1.020
33807,"1",86976.683,8.698
33808,"1",99871.107,9.987
33820,"1",11209.206,1.121
33824,"1",239015.638,23.902
33842,"1",97427.255,9.743
33849,"1",100208.251,10.021
33859,"1",3612399.726,361.240
33861,"1",12894.873,1.289
33862,"1",17783.131,1.778
33919,"1",41550.211,4.155
33920,"1",38263.334,3.826
33941,"1",26211.219,2.621
33948,"1",2957228.718,295.723
33949,"1",20985.917,2.099
33952,"1",67845.580,6.785
33965,"1",10619.378,1.062
33975,"1",11125.081,1.113
33977,"1",35819.343,3.582
34001,"1",6591858.708,659.186
34002,"1",27728.405,2.773
34003,"1",41381.973,4.138
34024,"1",22503.069,2.250
34026,"1",264050.204,26.405
34027,"1",18541.866,1.854
34077,"1",26464.406,2.646
34081,"1",20480.408,2.048
34112,"1",220901.273,22.090
34116,"1",27813.014,2.781
34124,"1",38516.749,3.852
34136,"1",539229.248,53.923
34154,"1",18373.453,1.837
34160,"1",180890895.500,18089.090
34186,"1",773189.890,77.319
34190,"1",95828.228,9.583
34193,"1",208764.124,20.876
34199,"1",12473.791,1.247
34215,"1",17193.653,1.719
34217,"1",12558.114,1.256
34239,"1",365446.408,36.545
34241,"1",22672.051,2.267
34281,"1",14749.509,1.475
34303,"1",50232.613,5.023
34304,"1",10113.986,1.011
34307,"1",50569.793,5.057
34318,"1",33966.060,3.397
34357,"1",120946.309,12.095
34366,"1",18879.551,1.888
34380,"1",13906.862,1.391
34385,"1",69955.669,6.996
34394,"1",15171.142,1.517
34418,"1",36747.924,3.675
34430,"1",13906.961,1.391
34434,"1",30932.454,3.093
34459,"1",32281.105,3.228
34470,"1",18627.016,1.863
34479,"1",80997.976,8.100
34482,"1",13232.783,1.323
34500,"1",13232.833,1.323
34532,"1",1766744.843,176.674
34544,"1",4548209.684,454.821
34567,"1",11884.307,1.188
34580,"1",20987.207,2.099
34611,"1",5182805.994,518.281
34632,"1",124321.583,12.432
34644,"1",30343.144,3.034
34661,"1",281176.234,28.118
34701,"1",167224.722,16.722
34702,"1",24359.026,2.436
34703,"1",15424.562,1.542
34736,"1",25286.230,2.529
34754,"1",24021.994,2.402
34757,"1",16267.570,1.627
34764,"1",180291.782,18.029
34765,"1",24106.415,2.411
34782,"1",20650.614,2.065
34783,"1",11716.057,1.172
34799,"1",21914.978,2.191
34817,"1",322569.849,32.257
34823,"1",401040.372,40.104
34824,"1",11378.971,1.138
34833,"1",19639.289,1.964
34847,"1",3736404.707,373.640
34849,"1",10620.453,1.062
34850,"1",30428.423,3.043
34859,"1",19049.398,1.905
34886,"1",10536.231,1.054
34892,"1",59508.571,5.951
34905,"1",13486.424,1.349
34912,"1",12137.767,1.214
34915,"1",705748.611,70.575
34920,"1",29164.388,2.916
34926,"1",15509.423,1.551
34940,"1",47455.465,4.746
34958,"1",9452746.891,945.275
34962,"1",18543.944,1.854
34971,"1",67095.009,6.710
34972,"1",50237.241,5.024
34975,"1",12727.921,1.273
35002,"1",418800769.000,41880.077
35014,"1",51333.121,5.133
35016,"1",71141.331,7.114
35019,"1",158381.407,15.838
35031,"1",160237.462,16.024
35033,"1",20145.663,2.015
35036,"1",28237.678,2.824
35050,"1",5023843.049,502.384
35051,"1",31777.972,3.178
35063,"1",22674.434,2.267
35072,"1",25877.548,2.588
35117,"1",16858.423,1.686
35139,"1",14919.762,1.492
