fid,DN,Area,AreaHa
46734,"1",14683.812,1.468
46771,"1",32068.111,3.207
46800,"1",10801.900,1.080
46812,"1",10717.501,1.072
46813,"1",17637.459,1.764
46815,"1",23882.338,2.388
46820,"1",24304.292,2.430
46867,"1",402537.228,40.254
46869,"1",10464.374,1.046
46900,"1",17046.829,1.705
46940,"1",21603.895,2.160
46941,"1",19072.182,1.907
46944,"1",219244.722,21.924
46980,"1",24135.666,2.414
46982,"1",16624.925,1.662
46986,"1",14262.025,1.426
46995,"1",13586.889,1.359
47014,"1",17468.862,1.747
47047,"1",171057.572,17.106
47048,"1",15781.093,1.578
47052,"1",14262.054,1.426
47054,"1",420935.000,42.093
47060,"1",17553.322,1.755
47100,"1",35022.140,3.502
47152,"1",25148.556,2.515
47153,"1",182874.697,18.287
47154,"1",295788.041,29.579
47156,"1",361865.334,36.187
47208,"1",11477.214,1.148
47209,"1",166840.804,16.684
47213,"1",14177.762,1.418
47261,"1",37891.687,3.789
47274,"1",89370.313,8.937
47284,"1",35359.971,3.536
47307,"1",40254.632,4.025
47308,"1",14768.524,1.477
47345,"1",221188.352,22.119
47358,"1",103294.584,10.329
47359,"1",34009.846,3.401
47361,"1",20000.840,2.000
47369,"1",11561.721,1.156
47375,"1",11899.245,1.190
47398,"1",11561.691,1.156
47400,"1",11055.357,1.106
47423,"1",42617.913,4.262
47430,"1",17637.945,1.764
47432,"1",10127.053,1.013
47442,"1",64897.393,6.490
47482,"1",22363.820,2.236
47483,"1",41942.866,4.194
47485,"1",18228.719,1.823
47528,"1",114013.406,11.401
47530,"1",18144.362,1.814
47534,"1",346087.799,34.609
47542,"1",54432.902,5.443
47573,"1",26330.489,2.633
47574,"1",36541.877,3.654
47575,"1",10633.457,1.063
47589,"1",20422.984,2.042
47591,"1",1697582.604,169.758
47617,"1",387358.568,38.736
47631,"1",32322.402,3.232
47633,"1",63969.681,6.397
47634,"1",329044.011,32.904
47655,"1",18819.589,1.882
47678,"1",848138.690,84.814
47679,"1",10127.151,1.013
47761,"1",19410.444,1.941
47769,"1",129627.343,12.963
47771,"1",19916.776,1.992
47813,"1",3385562.004,338.556
47816,"1",19916.804,1.992
47823,"1",10127.193,1.013
47839,"1",107516.645,10.752
47924,"1",19326.120,1.933
47942,"1",109795.687,10.980
47944,"1",24305.353,2.431
47946,"1",16119.196,1.612
47991,"1",28525.112,2.853
47996,"1",10633.634,1.063
48032,"1",33926.286,3.393
48033,"1",41943.724,4.194
48085,"1",94014.816,9.401
48089,"1",108699.237,10.870
48094,"1",29959.875,2.996
48130,"1",15022.177,1.502
48132,"1",15275.363,1.528
48174,"1",11393.246,1.139
48180,"1",3914902.955,391.490
48223,"1",67177.999,6.718
48224,"1",13925.097,1.393
48227,"1",22195.742,2.220
48238,"1",82453.185,8.245
48277,"1",171404.106,17.140
48278,"1",96969.477,9.697
48339,"1",53928.094,5.393
48381,"1",30888.476,3.089
48395,"1",37893.276,3.789
48397,"1",80934.692,8.093
48425,"1",809082.966,80.908
48432,"1",20761.228,2.076
48433,"1",10211.822,1.021
48460,"1",53168.904,5.317
48483,"1",12996.876,1.300
48485,"1",101948.957,10.195
48514,"1",19073.402,1.907
48521,"1",99839.440,9.984
48564,"1",35277.368,3.528
48567,"1",1034169.542,103.417
48570,"1",50890.524,5.089
48604,"1",18651.474,1.865
48616,"1",27681.782,2.768
48620,"1",31395.192,3.140
48649,"1",12068.622,1.207
48650,"1",116465.811,11.647
48757,"1",16457.289,1.646
48767,"1",22702.543,2.270
48795,"1",750690.286,75.069
48796,"1",36459.197,3.646
48805,"1",61102.924,6.110
48832,"1",78741.756,7.874
48836,"1",10633.985,1.063
48838,"1",49793.857,4.979
48871,"1",10043.220,1.004
48872,"1",12828.309,1.283
48873,"1",10296.421,1.030
48896,"1",18651.687,1.865
48897,"1",10549.634,1.055
48901,"1",21352.416,2.135
48904,"1",10127.632,1.013
48951,"1",121362.595,12.136
48955,"1",14009.911,1.401
48958,"1",10634.044,1.063
48977,"1",13587.961,1.359
48978,"1",11224.824,1.122
49000,"1",24897.182,2.490
49010,"1",27513.511,2.751
49013,"1",20508.536,2.051
49017,"1",16963.873,1.696
49018,"1",43127.002,4.313
49054,"1",23631.268,2.363
49059,"1",459282.376,45.928
49060,"1",11478.064,1.148
49062,"1",2936656.926,293.666
49077,"1",13756.789,1.376
49079,"1",10465.296,1.047
49108,"1",12912.837,1.291
49120,"1",600227.901,60.023
49136,"1",10718.520,1.072
49137,"1",19327.107,1.933
49138,"1",130899.990,13.090
49183,"1",40764.222,4.076
49206,"1",287794.410,28.779
49260,"1",180527.204,18.053
49261,"1",22027.925,2.203
49262,"1",24475.485,2.448
49263,"1",10634.184,1.063
49293,"1",119591.629,11.959
49294,"1",30130.244,3.013
49297,"1",69966.303,6.997
49321,"1",63045.368,6.305
49334,"1",22787.612,2.279
49344,"1",47516.375,4.752
49362,"1",24053.635,2.405
49363,"1",55196.498,5.520
49376,"1",53086.771,5.309
49389,"1",12575.446,1.258
49390,"1",1890803.377,189.080
49393,"1",10381.077,1.038
49411,"1",33421.988,3.342
49418,"1",16964.212,1.696
49432,"1",49035.781,4.904
49433,"1",16035.838,1.604
49456,"1",47010.274,4.701
49471,"1",179431.286,17.943
49472,"1",27429.665,2.743
49474,"1",392875.578,39.288
49505,"1",22196.993,2.220
49506,"1",27851.790,2.785
49508,"1",265264.055,26.526
49509,"1",16289.064,1.629
49515,"1",37810.852,3.781
49523,"1",18652.276,1.865
49540,"1",169050.365,16.905
49541,"1",18652.284,1.865
49542,"1",62033.522,6.203
49558,"1",52002896.980,5200.290
49566,"1",10212.354,1.021
49573,"1",40089.810,4.009
49575,"1",17892.736,1.789
49583,"1",48445.356,4.845
49607,"1",1673269.227,167.327
49608,"1",89885.489,8.989
49619,"1",39583.500,3.958
49629,"1",25995.122,2.600
49663,"1",89041.580,8.904
49673,"1",12406.849,1.241
49677,"1",866274.072,86.627
49679,"1",22788.115,2.279
49681,"1",16204.866,1.620
49703,"1",11900.493,1.190
49704,"1",25573.334,2.557
49706,"1",260034.965,26.003
49725,"1",11056.494,1.106
49751,"1",12575.716,1.258
49755,"1",14432.536,1.443
49756,"1",34857.387,3.486
49786,"1",505046.342,50.505
49788,"1",129048.412,12.905
49791,"1",1693386.136,169.339
49808,"1",169307.021,16.931
49839,"1",17049.027,1.705
49846,"1",12491.406,1.249
49850,"1",10718.986,1.072
49886,"1",10465.789,1.047
49907,"1",167450.932,16.745
49908,"1",22872.808,2.287
49951,"1",38993.460,3.899
49958,"1",18399.529,1.840
49989,"1",117824.087,11.782
50000,"1",10043.836,1.004
50012,"1",31059.907,3.106
50015,"1",106683.661,10.668
50022,"1",15614.371,1.561
50029,"1",47096.202,4.710
50051,"1",10719.072,1.072
50052,"1",12491.553,1.249
50057,"1",30215.792,3.022
50060,"1",29456.385,2.946
50061,"1",15108.012,1.511
50081,"1",10887.915,1.089
50097,"1",26755.557,2.676
50098,"1",36799.410,3.680
50099,"1",10719.135,1.072
50102,"1",521514.759,52.151
50115,"1",18906.148,1.891
50120,"1",20425.401,2.043
50142,"1",12998.003,1.300
50145,"1",35955.520,3.596
50146,"1",23632.749,2.363
50150,"1",31144.578,3.114
50157,"1",10719.146,1.072
50161,"1",50303.928,5.030
50182,"1",46759.132,4.676
50192,"1",482184.338,48.218
50245,"1",30469.492,3.047
50262,"1",23717.278,2.372
50263,"1",12407.259,1.241
50265,"1",22198.024,2.220
50266,"1",22113.622,2.211
50288,"1",20341.170,2.034
50316,"1",23464.090,2.346
50337,"1",59166.575,5.917
50341,"1",38825.555,3.883
50344,"1",14601.771,1.460
50346,"1",3997916.443,399.792
50347,"1",52329.932,5.233
50382,"1",113269.305,11.327
50383,"1",36631.155,3.663
50384,"1",12998.151,1.300
50387,"1",31398.166,3.140
50388,"1",11478.878,1.148
50397,"1",11478.907,1.148
50409,"1",19497.247,1.950
50434,"1",30722.905,3.072
50435,"1",1296333.488,129.633
50436,"1",122216.453,12.222
50441,"1",13335.777,1.334
50443,"1",23379.824,2.338
50477,"1",13589.021,1.359
50478,"1",25405.551,2.541
50481,"1",68451.407,6.845
50512,"1",1174540.077,117.454
50531,"1",18822.112,1.882
50533,"1",23126.660,2.313
50537,"1",14770.715,1.477
50567,"1",16627.644,1.663
50590,"1",25068.013,2.507
50591,"1",14179.934,1.418
50592,"1",22620.343,2.262
50595,"1",16290.043,1.629
50604,"1",154712.011,15.471
50605,"1",74360.025,7.436
50619,"1",26587.376,2.659
50621,"1",113270.411,11.327
50628,"1",24477.322,2.448
50637,"1",15868.079,1.587
50654,"1",13420.329,1.342
50655,"1",82547.654,8.255
50656,"1",112764.276,11.276
50677,"1",34015.119,3.402
50679,"1",95208.325,9.521
50681,"1",11394.674,1.139
50704,"1",24055.379,2.406
50721,"1",10213.014,1.021
50723,"1",22367.355,2.237
50752,"1",375344.232,37.534
50753,"1",10044.214,1.004
50784,"1",44228.296,4.423
50788,"1",10635.097,1.064
50801,"1",10466.286,1.047
50832,"1",140365.692,14.037
50860,"1",35028.449,3.503
50861,"1",13082.913,1.308
50903,"1",525761.848,52.576
50927,"1",94787.643,9.479
50931,"1",22705.296,2.271
50957,"1",180713.230,18.071
50963,"1",24309.083,2.431
50967,"1",25828.376,2.583
50988,"1",95379.333,9.538
50992,"1",52753.869,5.275
50993,"1",14180.336,1.418
50994,"1",558851.788,55.885
50995,"1",63389.311,6.339
51000,"1",15868.452,1.587
51012,"1",91158.960,9.116
51016,"1",45157.372,4.516
51026,"1",12998.665,1.300
51031,"1",183752.297,18.375
51032,"1",45917.237,4.592
51064,"1",47436.640,4.744
51068,"1",28951.579,2.895
51083,"1",13927.193,1.393
51084,"1",10466.491,1.047
51106,"1",21523.844,2.152
51112,"1",189915.527,18.992
51130,"1",26757.122,2.676
51150,"1",36885.968,3.689
51152,"1",19582.525,1.958
51194,"1",42034.979,4.203
51195,"1",31062.068,3.106
51198,"1",15024.572,1.502
51209,"1",10044.547,1.004
51213,"1",12661.172,1.266
51217,"1",167125.915,16.713
51224,"1",14518.141,1.452
51228,"1",17219.234,1.722
51240,"1",17725.704,1.773
51263,"1",79849.896,7.985
51264,"1",36886.255,3.689
51265,"1",28445.590,2.845
51291,"1",10804.285,1.080
51292,"1",46002.659,4.600
51293,"1",79765.824,7.977
51307,"1",26166.634,2.617
51308,"1",42626.232,4.263
51316,"1",10804.300,1.080
51347,"1",32497.347,3.250
51354,"1",391568.630,39.157
51356,"1",10973.164,1.097
51368,"1",195826.698,19.583
51369,"1",13505.449,1.351
51372,"1",178692.986,17.869
51389,"1",288762.684,28.876
51390,"1",17472.709,1.747
51406,"1",182660.573,18.266
51424,"1",232883.614,23.288
51444,"1",115977.126,11.598
51457,"1",12830.239,1.283
51462,"1",11142.086,1.114
51482,"1",219294.792,21.929
51483,"1",46594.184,4.659
51486,"1",113108.869,11.311
51489,"1",11310.916,1.131
51492,"1",15362.596,1.536
51499,"1",13674.371,1.367
51500,"1",46762.981,4.676
51503,"1",41445.235,4.145
51518,"1",11479.776,1.148
51520,"1",17726.131,1.773
51525,"1",52840.513,5.284
51539,"1",46425.515,4.643
51544,"1",60775.056,6.078
51546,"1",20342.855,2.034
51549,"1",77066.367,7.707
51571,"1",89305.833,8.931
51599,"1",335951.626,33.595
51609,"1",67443.847,6.744
51627,"1",137925.873,13.793
51628,"1",51321.666,5.132
51630,"1",15278.344,1.528
51631,"1",29543.744,2.954
51641,"1",13590.135,1.359
51656,"1",29206.154,2.921
51661,"1",18739.202,1.874
51694,"1",24057.099,2.406
51697,"1",15025.178,1.503
51709,"1",113701.411,11.370
51715,"1",10720.215,1.072
51717,"1",24563.609,2.456
51744,"1",27264.800,2.726
51752,"1",113195.101,11.320
51762,"1",12746.144,1.275
51763,"1",16544.613,1.654
51766,"1",105007.305,10.501
51779,"1",11311.167,1.131
51791,"1",23719.729,2.372
51795,"1",12324.139,1.232
51799,"1",37985.176,3.799
51829,"1",258465.283,25.847
51847,"1",16038.285,1.604
51865,"1",105261.685,10.526
51866,"1",14012.454,1.401
51869,"1",14012.456,1.401
51898,"1",13421.573,1.342
51930,"1",11902.188,1.190
51961,"1",14519.033,1.452
51965,"1",96652.480,9.665
51985,"1",61114.726,6.111
51990,"1",19246.165,1.925
52005,"1",20090.278,2.009
52020,"1",15700.849,1.570
52101,"1",14350.304,1.435
52102,"1",48791.026,4.879
52112,"1",15025.607,1.503
52132,"1",10720.563,1.072
52147,"1",16291.893,1.629
52149,"1",11986.797,1.199
52157,"1",400705.304,40.071
52158,"1",21103.483,2.110
52159,"1",312245.179,31.225
52187,"1",668464.812,66.846
52189,"1",56895.085,5.690
52208,"1",11227.104,1.123
52217,"1",14266.042,1.427
52260,"1",11227.156,1.123
52271,"1",43304.608,4.330
52292,"1",29967.270,2.997
52294,"1",54109.838,5.411
52307,"1",42376.234,4.238
52312,"1",15532.361,1.553
52316,"1",57904965.920,5790.497
52338,"1",16714.206,1.671
52339,"1",16123.287,1.612
52365,"1",62129.674,6.213
52366,"1",18149.305,1.815
52387,"1",12409.080,1.241
52388,"1",155070.042,15.507
52396,"1",17051.928,1.705
52420,"1",24733.867,2.473
52437,"1",17980.590,1.798
52438,"1",46428.514,4.643
52439,"1",29123.446,2.912
52440,"1",120038.857,12.004
52467,"1",141734.264,14.173
52469,"1",29207.941,2.921
52495,"1",11649.441,1.165
52511,"1",35876.814,3.588
52528,"1",92604.071,9.260
52537,"1",112610.922,11.261
52553,"1",10552.093,1.055
52554,"1",38662.874,3.866
52555,"1",84838.639,8.484
52556,"1",38071.916,3.807
52567,"1",2102331.707,210.233
52580,"1",25662.747,2.566
52638,"1",13000.252,1.300
52650,"1",10889.836,1.089
52654,"1",17410330.010,1741.033
52674,"1",23468.094,2.347
52677,"1",530217.946,53.022
52715,"1",25240.866,2.524
52717,"1",13591.270,1.359
52763,"1",36046.414,3.605
52788,"1",12325.092,1.233
52808,"1",95223.686,9.522
52826,"1",307025.416,30.703
52832,"1",532507.467,53.251
52866,"1",12071.864,1.207
52870,"1",87372.803,8.737
52884,"1",11480.942,1.148
52891,"1",16546.094,1.655
52903,"1",14182.333,1.418
52915,"1",19163.102,1.916
52922,"1",54281.332,5.428
52932,"1",14520.079,1.452
53012,"1",15364.325,1.536
53015,"1",39001.722,3.900
53036,"1",11649.895,1.165
53086,"1",95984.988,9.598
53087,"1",14013.729,1.401
53097,"1",36300.521,3.630
53142,"1",10805.808,1.081
53159,"1",17643.891,1.764
53213,"1",31742.240,3.174
53227,"1",28196.605,2.820
53243,"1",12578.730,1.258
53255,"1",52003.379,5.200
53282,"1",39171.489,3.917
53286,"1",399393.352,39.939
53304,"1",81213.166,8.121
53318,"1",15364.737,1.536
53319,"1",94045.623,9.405
53362,"1",40522.648,4.052
53384,"1",41788.956,4.179
53392,"1",28450.293,2.845
53414,"1",13676.430,1.368
53415,"1",76655.235,7.666
53418,"1",68382.078,6.838
53447,"1",14773.952,1.477
53477,"1",21781.070,2.178
53486,"1",12410.115,1.241
53492,"1",56056.440,5.606
53495,"1",14183.043,1.418
53496,"1",194845.957,19.485
53511,"1",10806.140,1.081
53522,"1",68804.334,6.880
53538,"1",28619.381,2.862
53553,"1",15280.577,1.528
53562,"1",22878.731,2.288
53577,"1",34106.979,3.411
53589,"1",231402.021,23.140
53613,"1",33516.157,3.352
53633,"1",18404.405,1.840
53643,"1",78598.045,7.860
53645,"1",19248.651,1.925
53659,"1",25158.370,2.516
53668,"1",356604.807,35.660
53694,"1",156606.066,15.661
53710,"1",19839.732,1.984
53725,"1",38328.728,3.833
53736,"1",51751.954,5.175
53738,"1",19417.684,1.942
53740,"1",15365.292,1.537
53774,"1",19248.906,1.925
53775,"1",31574.979,3.157
53776,"1",390205.732,39.021
53811,"1",225667.090,22.567
53830,"1",48206.749,4.821
53844,"1",14014.661,1.401
53855,"1",20768.683,2.077
53859,"1",11566.316,1.157
53865,"1",30646.561,3.065
53898,"1",18813440.770,1881.344
53900,"1",24567.881,2.457
53935,"1",53525.991,5.353
53936,"1",24821.237,2.482
53953,"1",35374.500,3.537
53958,"1",26087.628,2.609
53974,"1",110597.592,11.060
53990,"1",4126873.350,412.687
53997,"1",68469.462,6.847
54003,"1",12579.533,1.258
54026,"1",346650.899,34.665
54027,"1",17813.988,1.781
54067,"1",11904.167,1.190
54071,"1",17307.495,1.731
54094,"1",25074.777,2.507
54103,"1",13761.606,1.376
54104,"1",16041.147,1.604
54144,"1",18742.899,1.874
54145,"1",359741.268,35.974
54154,"1",22035.559,2.204
54157,"1",10384.577,1.038
54163,"1",59352.538,5.935
54175,"1",12157.592,1.216
54177,"1",23639.710,2.364
54180,"1",79530.695,7.953
54282,"1",34446.783,3.445
54283,"1",111867.738,11.187
54284,"1",479970.340,47.997
54285,"1",12833.145,1.283
54286,"1",40018.998,4.002
54321,"1",203134.474,20.313
54336,"1",16379.275,1.638
54368,"1",93969.790,9.397
54396,"1",89832.838,8.983
54414,"1",10975.878,1.098
54418,"1",39597.540,3.960
54419,"1",1265824.193,126.582
54425,"1",33940.729,3.394
54442,"1",11989.049,1.199
54447,"1",361441.738,36.144
54472,"1",10469.342,1.047
54497,"1",40611.081,4.061
54498,"1",11344165.540,1134.417
54526,"1",73116.972,7.312
54552,"1",25329.288,2.533
54560,"1",11313.771,1.131
54592,"1",60284.088,6.028
54602,"1",10638.412,1.064
54616,"1",23809.810,2.381
54630,"1",81476.616,8.148
54631,"1",69909.286,6.991
54645,"1",72949.170,7.295
54719,"1",36897.215,3.690
54723,"1",22205.914,2.221
54773,"1",19588.598,1.959
54780,"1",14775.918,1.478
54793,"1",15873.578,1.587
54794,"1",13593.866,1.359
54805,"1",33773.599,3.377
54824,"1",68644.680,6.864
54825,"1",29720.831,2.972
54840,"1",406292.143,40.629
54841,"1",32422.795,3.242
54842,"1",2377680.574,237.768
54855,"1",14522.740,1.452
54872,"1",95073.421,9.507
54873,"1",323971.902,32.397
54927,"1",68645.875,6.865
54929,"1",57331.380,5.733
54939,"1",37911.542,3.791
54951,"1",86630.649,8.663
54957,"1",85786.140,8.579
54959,"1",16887.171,1.689
54965,"1",41626.827,4.163
54966,"1",35969.745,3.597
54972,"1",223247.399,22.325
54978,"1",115001.416,11.500
54983,"1",22375.558,2.238
54985,"1",20602.428,2.060
54990,"1",13172.104,1.317
54991,"1",20771.371,2.077
54992,"1",68055.759,6.806
54994,"1",18913.820,1.891
54999,"1",1314043.551,131.404
55002,"1",21446.951,2.145
55011,"1",203239.034,20.324
55018,"1",41711.996,4.171
55026,"1",208475.749,20.848
55038,"1",81397.759,8.140
55042,"1",54377.917,5.438
55049,"1",26175.845,2.618
55050,"1",490491.829,49.049
55051,"1",166256.887,16.626
55084,"1",17141.182,1.714
55094,"1",16465.663,1.647
55133,"1",45091.128,4.509
55166,"1",76165.355,7.617
55174,"1",21363.548,2.136
55175,"1",12328.392,1.233
55188,"1",15706.054,1.571
55218,"1",12497.393,1.250
55221,"1",21701.531,2.170
55229,"1",50833.872,5.083
55239,"1",28372.538,2.837
55267,"1",62571.675,6.257
55278,"1",21617.296,2.162
55279,"1",18070.692,1.807
55292,"1",25670.542,2.567
55329,"1",21026.279,2.103
55359,"1",25333.028,2.533
55384,"1",19506.506,1.951
55408,"1",199202.084,19.920
55425,"1",1906772.545,190.677
55429,"1",11822.197,1.182
55442,"1",53199.879,5.320
55466,"1",13848.972,1.385
55479,"1",18831.281,1.883
55484,"1",1261937.252,126.194
55503,"1",19422.485,1.942
55525,"1",700899.734,70.090
55529,"1",112905.280,11.291
55543,"1",16298.445,1.630
55557,"1",10724.945,1.072
55575,"1",13849.679,1.385
55577,"1",11231.751,1.123
55591,"1",600768.707,60.077
55608,"1",17058.865,1.706
55618,"1",225987.848,22.599
55619,"1",11231.852,1.123
55669,"1",193980.580,19.398
55674,"1",10134.057,1.013
55695,"1",93824.197,9.382
55698,"1",107505.360,10.751
55711,"1",15454.471,1.545
55721,"1",11400.850,1.140
55722,"1",161215.065,16.122
55732,"1",50079.297,5.008
55747,"1",29557.790,2.956
55775,"1",13005.498,1.301
55789,"1",27700.031,2.770
55796,"1",491164.453,49.116
55827,"1",21957.435,2.196
55829,"1",15032.390,1.503
55836,"1",12752.226,1.275
55874,"1",110547.358,11.055
55885,"1",11823.344,1.182
55898,"1",10049.867,1.005
55930,"1",33781.089,3.378
55965,"1",43662.272,4.366
55985,"1",18833.115,1.883
55987,"1",15877.239,1.588
55992,"1",109197.722,10.920
55994,"1",16975.117,1.698
55995,"1",112407.146,11.241
56009,"1",3585915.525,358.592
56041,"1",766239.111,76.624
56056,"1",18833.261,1.883
56061,"1",73474.894,7.347
56077,"1",148554.348,14.855
56080,"1",111563.696,11.156
56087,"1",144584.818,14.458
56090,"1",2257820.109,225.782
56101,"1",11992.529,1.199
56103,"1",20100.160,2.010
56125,"1",39440.257,3.944
56127,"1",18833.380,1.883
56130,"1",16384.204,1.638
56146,"1",29643.552,2.964
56150,"1",419314.093,41.931
56183,"1",121276.945,12.128
56184,"1",83694.644,8.369
56205,"1",318729.476,31.873
56233,"1",70435.643,7.044
56240,"1",23816.424,2.382
56260,"1",14864.151,1.486
56275,"1",76347.532,7.635
56288,"1",14864.247,1.486
56289,"1",16806.725,1.681
56292,"1",12837.294,1.284
56301,"1",155398.441,15.540
56302,"1",154216.084,15.422
56303,"1",69084.920,6.908
56309,"1",12415.030,1.242
56312,"1",180818.506,18.082
56323,"1",91212.029,9.121
56334,"1",30826.480,3.083
56350,"1",22296.438,2.230
56370,"1",25843.728,2.584
56371,"1",25252.473,2.525
56419,"1",25674.938,2.567
56422,"1",19340.678,1.934
56430,"1",66552.095,6.655
56434,"1",10219.331,1.022
56462,"1",156667.435,15.667
56463,"1",228624.256,22.862
56469,"1",28968.883,2.897
56475,"1",119929.253,11.993
56480,"1",13175.401,1.318
56501,"1",34289.919,3.429
56512,"1",56586.845,5.659
56514,"1",17229.423,1.723
56516,"1",18918.661,1.892
56521,"1",76181.221,7.618
56527,"1",28546.877,2.855
56528,"1",15878.156,1.588
56531,"1",23901.629,2.390
56536,"1",27871.216,2.787
56544,"1",39188.606,3.919
56545,"1",4306338.589,430.634
56546,"1",11232.970,1.123
56555,"1",15033.621,1.503
56563,"1",10219.523,1.022
56564,"1",716371.323,71.637
56585,"1",16976.262,1.698
56601,"1",56503.068,5.650
56618,"1",500843.025,50.084
56628,"1",14020.320,1.402
56632,"1",16469.714,1.647
56641,"1",29729.980,2.973
56667,"1",10219.779,1.022
56675,"1",11148.876,1.115
56698,"1",9963498.301,996.350
56699,"1",53967515.320,5396.752
56703,"1",335058.030,33.506
56716,"1",38430.554,3.843
56763,"1",27028.765,2.703
56769,"1",67909.751,6.791
56784,"1",238360.588,23.836
56786,"1",63011.126,6.301
56802,"1",12500.958,1.250
56818,"1",13007.822,1.301
56827,"1",2611200.958,261.120
56838,"1",34293.628,3.429
56839,"1",36236.385,3.624
56844,"1",22552.754,2.255
56888,"1",549377.705,54.938
56897,"1",320891.662,32.089
56899,"1",15288.750,1.529
56906,"1",114031.525,11.403
56932,"1",94097.329,9.410
56941,"1",14021.834,1.402
56955,"1",73487.653,7.349
56956,"1",12754.787,1.275
56963,"1",130672.259,13.067
56975,"1",67743.862,6.774
56983,"1",192419.864,19.242
56986,"1",14359.743,1.436
57006,"1",63436.323,6.344
57033,"1",10981.056,1.098
57052,"1",29226.481,2.923
57053,"1",20864.030,2.086
57056,"1",10896.607,1.090
57058,"1",12248.116,1.225
57069,"1",73995.357,7.400
57087,"1",224435.293,22.444
57092,"1",10136.422,1.014
57095,"1",214384.105,21.438
57112,"1",201207.017,20.121
57113,"1",121889.969,12.189
57114,"1",14782.293,1.478
57116,"1",16302.767,1.630
57117,"1",33534.591,3.353
57152,"1",107615.294,10.762
57155,"1",41221.684,4.122
57157,"1",487133.707,48.713
57170,"1",69266.051,6.927
57180,"1",102040.850,10.204
57191,"1",10474.458,1.047
57201,"1",235250.245,23.525
57202,"1",11994.940,1.199
57204,"1",45529.930,4.553
57212,"1",44263.107,4.426
57228,"1",45614.704,4.561
57239,"1",10221.115,1.022
57244,"1",87005.886,8.701
57250,"1",201801.668,20.180
57263,"1",22385.146,2.239
57269,"1",11065.894,1.107
57271,"1",12755.333,1.276
57284,"1",967025.022,96.703
57325,"1",41729.526,4.173
57332,"1",12417.513,1.242
57335,"1",35732.054,3.573
57343,"1",15880.908,1.588
57372,"1",14276.006,1.428
57377,"1",53049.175,5.305
57384,"1",143097.225,14.310
57391,"1",197413.312,19.741
57396,"1",12586.565,1.259
57406,"1",10981.578,1.098
57430,"1",61074.356,6.107
57438,"1",70282.004,7.028
57449,"1",66396.285,6.640
57452,"1",157205.333,15.721
57453,"1",30410.579,3.041
57461,"1",123162.620,12.316
57468,"1",221320.519,22.132
57474,"1",20780.671,2.078
57497,"1",13769.308,1.377
57502,"1",14529.585,1.453
57519,"1",29059.190,2.906
57538,"1",20865.151,2.087
57583,"1",227067.682,22.707
57592,"1",90895.135,9.090
57593,"1",17993.199,1.799
57595,"1",12755.767,1.276
57596,"1",65890.649,6.589
57605,"1",100187.451,10.019
57606,"1",18838.031,1.884
57635,"1",13769.535,1.377
57674,"1",33452.429,3.345
57676,"1",23822.241,2.382
57677,"1",49925.214,4.993
57691,"1",46208.320,4.621
57730,"1",20358.755,2.036
57735,"1",12924.886,1.292
57745,"1",12164.590,1.216
57762,"1",145214.237,14.521
57789,"1",36747.415,3.675
57796,"1",14107.637,1.411
57816,"1",40379.834,4.038
57817,"1",25427.552,2.543
57835,"1",27539.478,2.754
57837,"1",15712.752,1.571
57857,"1",20190.060,2.019
57877,"1",101288.166,10.129
57887,"1",122069.452,12.207
57894,"1",10982.068,1.098
57895,"1",33284.152,3.328
57899,"1",139555.928,13.956
57919,"1",13685.395,1.369
57920,"1",52122.697,5.212
57944,"1",231298.045,23.130
57952,"1",144625.258,14.463
57966,"1",17824.905,1.782
57967,"1",12756.206,1.276
58003,"1",12418.258,1.242
58005,"1",3983224.125,398.322
58006,"1",17064.574,1.706
58007,"1",21626.400,2.163
58008,"1",29651.731,2.965
58038,"1",91658.690,9.166
58071,"1",13347.629,1.335
58081,"1",149357.540,14.936
58095,"1",12925.248,1.293
58100,"1",29398.637,2.940
58102,"1",32439.858,3.244
58109,"1",118692.433,11.869
58135,"1",47646.079,4.765
58136,"1",19599.154,1.960
58156,"1",15206.278,1.521
58162,"1",16051.071,1.605
58187,"1",20866.345,2.087
58229,"1",60825.312,6.083
58230,"1",146487.051,14.649
58231,"1",39283.067,3.928
58233,"1",1568814.878,156.881
58240,"1",21880.233,2.188
58259,"1",13009.882,1.301
58283,"1",494622.702,49.462
58290,"1",17064.934,1.706
58309,"1",1879015.335,187.902
58322,"1",17825.321,1.783
58330,"1",42071.117,4.207
58343,"1",680225.818,68.023
58353,"1",49336.444,4.934
58355,"1",10982.445,1.098
58396,"1",13770.338,1.377
58397,"1",28216.493,2.822
58404,"1",59896.655,5.990
58422,"1",20444.351,2.044
58437,"1",84396.047,8.440
58438,"1",236882.047,23.688
58439,"1",13263.520,1.326
58469,"1",308438.429,30.844
58474,"1",14615.208,1.462
58493,"1",10644.630,1.064
58521,"1",158317.573,15.832
58523,"1",68767.653,6.877
58526,"1",17656.615,1.766
58528,"1",3283681.795,328.368
58550,"1",31258.118,3.126
58578,"1",357440.089,35.744
58579,"1",2341417.855,234.142
58583,"1",10644.694,1.064
58608,"1",38608.153,3.861
58613,"1",349160.802,34.916
58639,"1",18417.038,1.842
58667,"1",24499.810,2.450
58669,"1",36411.749,3.641
58670,"1",26611.868,2.661
58679,"1",22810.160,2.281
58735,"1",23655.076,2.366
58736,"1",34299.811,3.430
58737,"1",48070.403,4.807
